id,first_name,last_name,email,gender,favorite_animal
718,Ingaborg,Godrich,igodrichjx@slate.com,Female,"Hornbill, southern ground"
719,Inger,Olenchenko,iolenchenkojy@alibaba.com,Male,Arctic hare
720,Merrie,Feragh,mferaghjz@blinklist.com,Female,Mexican wolf
721,Ellary,Helbeck,ehelbeckk0@soundcloud.com,Male,Flightless cormorant
722,Aldus,Cowely,acowelyk1@nature.com,Male,Cape starling
723,Karleen,Shaw,kshawk2@slashdot.org,Female,"Hartebeest, red"
724,Dacy,Ballston,dballstonk3@yellowpages.com,Female,Lappet-faced vulture
725,Fowler,Josefer,fjoseferk4@washingtonpost.com,Male,"Deer, savannah"
726,Madel,Huebner,mhuebnerk5@bravesites.com,Female,"Lion, southern sea"
727,Letisha,Snodden,lsnoddenk6@nature.com,Female,Radiated tortoise
728,Dianemarie,Gosford,dgosfordk7@statcounter.com,Female,"Hornbill, yellow-billed"
729,Lory,Lenz,llenzk8@i2i.jp,Female,"Squirrel, european red"
730,Bartram,Hansen,bhansenk9@cnn.com,Male,Arctic fox
731,Patricio,Dundridge,pdundridgeka@123-reg.co.uk,Male,"Francolin, coqui"
732,Meggy,Trunchion,mtrunchionkb@blogtalkradio.com,Female,Red-winged blackbird
733,Perrine,Kaygill,pkaygillkc@devhub.com,Female,"Seal, southern elephant"
734,Barbra,Dockery,bdockerykd@wikimedia.org,Female,Asian red fox
735,Terrence,Bleas,tbleaske@pagesperso-orange.fr,Male,Palm squirrel
736,Eldridge,Critchard,ecritchardkf@netlog.com,Male,"Woodcock, american"
737,Elberta,Furber,efurberkg@miibeian.gov.cn,Female,Black vulture
738,Michel,Lighten,mlightenkh@github.com,Female,"Vulture, white-rumped"
739,Yoko,Glossup,yglossupki@eventbrite.com,Female,"Rattlesnake, horned"
740,Maible,Ruddin,mruddinkj@washingtonpost.com,Female,"Gorilla, western lowland"
741,Magnum,Shadfourth,mshadfourthkk@google.it,Male,Gerenuk
742,Yehudi,Barrasse,ybarrassekl@netvibes.com,Male,"Langur, hanuman"
743,Fannie,Castellino,fcastellinokm@symantec.com,Female,Canadian river otter
744,Harley,Pettus,hpettuskn@usatoday.com,Male,Long-tailed spotted cat
745,Haydon,Leopard,hleopardko@posterous.com,Male,Snowy owl
746,Aloin,Coogan,acoogankp@yahoo.co.jp,Male,White-winged tern
747,Levi,Hoofe,lhoofekq@nbcnews.com,Male,Cook's tree boa
748,Neilla,Aylmore,naylmorekr@elpais.com,Female,"Jackal, asiatic"
749,Prue,Cliff,pcliffks@ed.gov,Female,Squirrel glider
750,Maddi,Fairfoull,mfairfoullkt@weibo.com,Female,Bat-eared fox
751,Domenic,Martinec,dmartinecku@ibm.com,Male,Little brown dove
752,Tanner,MacMeekan,tmacmeekankv@statcounter.com,Male,Saddle-billed stork
753,Marquita,Torrijos,mtorrijoskw@edublogs.org,Female,"Gnu, brindled"
754,Koral,Caulcutt,kcaulcuttkx@myspace.com,Female,"Whale, killer"
755,Selig,Hallitt,shallittky@taobao.com,Male,Suricate
756,Rice,Balding,rbaldingkz@edublogs.org,Male,"Dog, raccoon"
757,Carmen,Kynder,ckynderl0@yellowbook.com,Female,Clark's nutcracker
758,Christiane,Iggo,ciggol1@sciencedirect.com,Female,"Kangaroo, red"
759,Pru,Neat,pneatl2@altervista.org,Female,"Monster, gila"
760,Paige,Sayburn,psayburnl3@hubpages.com,Male,"Duck, mountain"
761,Margaretta,Dominichelli,mdominichellil4@gizmodo.com,Female,Bahama pintail
762,Adelbert,Gard,agardl5@dot.gov,Male,Oribi
763,Fonz,Molines,fmolinesl6@t-online.de,Male,"Wallaby, euro"
764,Ruperto,McLaine,rmclainel7@dell.com,Male,"Possum, western pygmy"
765,Jarid,MacBain,jmacbainl8@weather.com,Male,"Cat, cape wild"
766,Charlotte,Eck,ceckl9@unicef.org,Female,Bushbuck
767,Herrick,Label,hlabella@godaddy.com,Male,"Skunk, striped"
768,Anne-corinne,Ortzen,aortzenlb@ameblo.jp,Female,Rock dove
769,Kurtis,Firbank,kfirbanklc@seesaa.net,Male,Blue and gold macaw
770,Joanie,Limbourne,jlimbourneld@nationalgeographic.com,Female,"Oryx, fringe-eared"
771,Geoffry,Montel,gmontelle@army.mil,Male,"Hornbill, leadbeateri's ground"
772,Garvy,Daggett,gdaggettlf@twitter.com,Male,Urial
773,Jacquie,Reynish,jreynishlg@homestead.com,Female,"Stork, european"
774,Ailbert,Labbett,alabbettlh@ft.com,Male,"Heron, gray"
775,Tawnya,Garbutt,tgarbuttli@ycombinator.com,Female,"Gonolek, burchell's"
776,Stuart,Sonner,ssonnerlj@dailymotion.com,Male,Python (unidentified)
777,Greg,Stangroom,gstangroomlk@studiopress.com,Male,Cereopsis goose
778,Anton,Hurdis,ahurdisll@ehow.com,Male,Indian mynah
779,Fionna,Abbatt,fabbattlm@jugem.jp,Female,"Oystercatcher, blackish"
780,Katusha,Jirasek,kjirasekln@squarespace.com,Female,Brush-tailed bettong
781,Gladi,Cisar,gcisarlo@cbc.ca,Female,Prairie falcon
782,Gabey,Dixcey,gdixceylp@amazonaws.com,Female,Grey phalarope
783,Trude,Carrel,tcarrellq@chronoengine.com,Female,"Dolphin, common"
784,Holden,Excell,hexcelllr@cbc.ca,Male,American marten
785,Xenia,Mc Dermid,xmcdermidls@netscape.com,Female,Grey heron
786,Nelly,Lusher,nlusherlt@scribd.com,Female,"Turkey, common"
787,Huey,Duckels,hduckelslu@symantec.com,Male,Fringe-eared oryx
788,Nichole,Andreasen,nandreasenlv@multiply.com,Male,Pallas's fish eagle
789,Dirk,Cock,dcocklw@google.com.au,Male,Nubian bee-eater
790,Florinda,Stillwell,fstillwelllx@google.nl,Female,Arctic ground squirrel
791,Nannette,Kahan,nkahanly@wsj.com,Female,"Vulture, griffon"
792,Willie,Ealam,wealamlz@alexa.com,Female,Groundhog
793,Wright,Togwell,wtogwellm0@fda.gov,Male,South American meadowlark (unidentified)
794,Wells,Markus,wmarkusm1@flavors.me,Male,Giraffe
795,Tye,Infantino,tinfantinom2@slate.com,Male,Grey heron
796,Honor,Parlott,hparlottm3@princeton.edu,Female,"Goat, mountain"
797,Deanne,Chastney,dchastneym4@bigcartel.com,Female,"Bear, american black"
798,Jaimie,Bann,jbannm5@blinklist.com,Female,Common genet
799,Malorie,Eate,meatem6@psu.edu,Female,"Duiker, gray"
800,Johnette,Aldrin,jaldrinm7@bing.com,Female,Great skua
801,Darnall,Krook,dkrookm8@yolasite.com,Male,"Armadillo, common long-nosed"
802,Oswald,Kleisel,okleiselm9@ucla.edu,Male,White-fronted capuchin
803,Carolyne,Buddington,cbuddingtonma@clickbank.net,Female,"Stork, openbill"
804,Tani,Tawton,ttawtonmb@nhs.uk,Female,"Gull, swallow-tail"
805,Etienne,Ege,eegemc@bing.com,Male,"Magpie, australian"
806,Wilmar,Kellard,wkellardmd@census.gov,Male,"Hedgehog, south african"
807,Greer,Stellino,gstellinome@harvard.edu,Female,Sugar glider
808,Loreen,Mayhew,lmayhewmf@jigsy.com,Female,Black-throated cardinal
809,Vitia,Lilbourne,vlilbournemg@reverbnation.com,Female,Puku
810,Madelaine,Marwick,mmarwickmh@hugedomains.com,Female,"Francolin, swainson's"
811,Lauraine,Drydale,ldrydalemi@mashable.com,Female,"Kingfisher, white-throated"
812,Rudiger,Munford,rmunfordmj@studiopress.com,Male,"Wombat, common"
813,Constantine,Syncke,csynckemk@trellian.com,Male,Emu
814,Marlon,Flanner,mflannerml@4shared.com,Male,Little brown dove
815,Elwin,Goodered,egooderedmm@ameblo.jp,Male,"Lion, galapagos sea"
816,Lion,Nuccii,lnucciimn@istockphoto.com,Male,"Parrot, hawk-headed"
817,Annmarie,Thewlis,athewlismo@nymag.com,Female,"Squirrel, richardson's ground"
818,Bryant,Bowater,bbowatermp@cbslocal.com,Male,White-necked stork
819,Martie,Carslake,mcarslakemq@timesonline.co.uk,Male,"Wombat, common"
820,Barrett,Kearey,bkeareymr@ycombinator.com,Male,"Porcupine, prehensile-tailed"
821,Gwennie,Ghidetti,gghidettims@feedburner.com,Female,"Wallaby, red-necked"
822,Louie,Hollyard,lhollyardmt@sakura.ne.jp,Male,Caracal
823,Mallory,Kopacek,mkopacekmu@geocities.jp,Female,Scarlet macaw
824,Efren,Archdeckne,earchdecknemv@sciencedaily.com,Male,Crested barbet
825,Connor,Rivers,criversmw@hp.com,Male,Jungle kangaroo
826,Garfield,Webben,gwebbenmx@multiply.com,Male,"Jacana, african"
827,Staci,Summerlee,ssummerleemy@cocolog-nifty.com,Female,"Pie, indian tree"
828,Darice,Dilliston,ddillistonmz@nsw.gov.au,Female,Asian lion
829,Crystie,Seine,cseinen0@clickbank.net,Female,Northern elephant seal
830,Johannes,Poacher,jpoachern1@netvibes.com,Male,"Weaver, chestnut"
831,Dana,Brugman,dbrugmann2@nba.com,Male,"Tortoise, galapagos"
832,Bondie,Joincey,bjoinceyn3@unicef.org,Male,"Turkey, wild"
833,Jedediah,Hyett,jhyettn4@aol.com,Male,"Porcupine, crested"
834,Giulietta,Zupone,gzuponen5@cdbaby.com,Female,"Macaque, rhesus"
835,Leo,Jurries,ljurriesn6@gizmodo.com,Male,"Cat, long-tailed spotted"
836,Ameline,Hurtado,ahurtadon7@tripod.com,Female,Tailless tenrec
837,Rolland,Vahl,rvahln8@flavors.me,Male,Blue catfish
838,Dunstan,Bowry,dbowryn9@sciencedaily.com,Male,"Flicker, campo"
839,Kay,Gentil,kgentilna@amazon.de,Female,"Stork, greater adjutant"
840,Eva,Cutress,ecutressnb@npr.org,Female,Southern boubou
841,Benjy,Chesshyre,bchesshyrenc@walmart.com,Male,"Meerkat, red"
842,Lem,Fassam,lfassamnd@hao123.com,Male,Helmeted guinea fowl
843,Robinette,Aldwinckle,raldwincklene@arstechnica.com,Female,"Bird, bare-faced go away"
844,Adrea,Robbey,arobbeynf@tiny.cc,Female,"Egret, cattle"
845,Simone,Castiglione,scastiglioneng@mashable.com,Female,Bahama pintail
846,Brigg,Buzza,bbuzzanh@howstuffworks.com,Male,Indian tree pie
847,Corey,Stairmand,cstairmandni@sphinn.com,Male,"Weaver, sociable"
848,Efrem,Langtry,elangtrynj@narod.ru,Male,Pied crow
849,Vinny,Ogelbe,vogelbenk@quantcast.com,Male,"Owl, great horned"
850,Pearla,Shankle,pshanklenl@blog.com,Female,Moose
851,Dasha,Hartfleet,dhartfleetnm@examiner.com,Female,"Weaver, red-billed buffalo"
852,Raven,Izaac,rizaacnn@loc.gov,Female,"Sheep, american bighorn"
853,Tawsha,Twentyman,ttwentymanno@amazon.co.uk,Female,Little cormorant
854,Kimmi,Delion,kdelionnp@phpbb.com,Female,Adouri (unidentified)
855,Meyer,Staziker,mstazikernq@smugmug.com,Male,African darter
856,Yuri,Lean,yleannr@utexas.edu,Male,"Monkey, rhesus"
857,Paquito,Mcwhinnie,pmcwhinniens@privacy.gov.au,Male,"Puffin, horned"
858,Claus,Tinker,ctinkernt@adobe.com,Male,Canada goose
859,Chandra,McCroft,cmccroftnu@alibaba.com,Female,Blue-tongued skink
860,Bale,O'Spillane,bospillanenv@nbcnews.com,Male,Yellow-throated sandgrouse
861,Kelbee,Forestel,kforestelnw@ebay.co.uk,Male,"Squirrel, african bush"
862,Curt,Siddeley,csiddeleynx@google.cn,Male,"Boa, columbian rainbow"
863,Shaun,Skain,sskainny@is.gd,Male,"Partridge, coqui"
864,Tobye,Ast,tastnz@google.cn,Female,Long-tailed spotted cat
865,Melinda,Pendergrast,mpendergrasto0@google.cn,Female,"Deer, red"
866,Barn,Coupe,bcoupeo1@tuttocitta.it,Male,"Eagle, bald"
867,Karylin,Harmstone,kharmstoneo2@ebay.co.uk,Female,"Phascogale, red-tailed"
868,Emiline,Zambonini,ezamboninio3@yahoo.co.jp,Female,"Kangaroo, brush-tailed rat"
869,Elfrieda,Crosier,ecrosiero4@alexa.com,Female,"Colobus, black and white"
870,Ronnica,Graben,rgrabeno5@barnesandnoble.com,Female,Long-crested hawk eagle
871,Reinald,Pardal,rpardalo6@gravatar.com,Male,"Egret, great"
872,Dorthy,Lye,dlyeo7@who.int,Female,Leadbeateri's ground hornbill
873,Revkah,Pilger,rpilgero8@yale.edu,Female,"Bleu, red-cheeked cordon"
874,Demott,Esley,desleyo9@foxnews.com,Male,Burmese brown mountain tortoise
875,Darelle,Fitzroy,dfitzroyoa@wunderground.com,Female,Lesser flamingo
876,Agnella,Eathorne,aeathorneob@moonfruit.com,Female,"Wallaby, tammar"
877,Alric,Irce,airceoc@zdnet.com,Male,"Bandicoot, long-nosed"
878,Teodoro,Brymner,tbrymnerod@hp.com,Male,"Rhea, gray"
879,Boony,Kirke,bkirkeoe@nifty.com,Male,Black rhinoceros
880,Rickard,Panton,rpantonof@theatlantic.com,Male,Black-fronted bulbul
881,Dan,Langcaster,dlangcasterog@jiathis.com,Male,Egyptian goose
882,Jedd,Raffon,jraffonoh@is.gd,Male,Short-nosed bandicoot
883,Caye,Austins,caustinsoi@photobucket.com,Female,"Sloth, hoffman's"
884,Robinette,Dudliston,rdudlistonoj@home.pl,Female,Puma
885,Kip,Nouch,knouchok@nba.com,Male,"Thrasher, curve-billed"
886,Julietta,Loweth,jlowethol@elegantthemes.com,Female,"Deer, white-tailed"
887,Willy,Pennington,wpenningtonom@google.it,Female,"Lory, rainbow"
888,Dolley,Lytle,dlytleon@cisco.com,Female,Ovenbird
889,Moreen,Ridsdale,mridsdaleoo@marketwatch.com,Female,Genoveva
890,Riccardo,Spellard,rspellardop@purevolume.com,Male,"Meerkat, red"
891,Chanda,Laurie,claurieoq@wordpress.com,Female,"Crake, african black"
892,Torrie,Boundy,tboundyor@homestead.com,Female,Crab-eating fox
893,Othello,D'Adda,odaddaos@gmpg.org,Male,Golden jackal
894,Elisha,Chaikovski,echaikovskiot@china.com.cn,Male,"Dog, raccoon"
895,Carissa,Origan,coriganou@independent.co.uk,Female,"Sifaka, verreaux's"
896,Lew,Simony,lsimonyov@house.gov,Male,"Whale, killer"
897,Tobias,Scotsbrook,tscotsbrookow@discuz.net,Male,"Gull, lava"
898,Tierney,Bohin,tbohinox@upenn.edu,Female,Grey-footed squirrel
899,Nerti,Doel,ndoeloy@1688.com,Female,"Heron, little"
900,Rickert,McCloy,rmccloyoz@skype.com,Male,"Hartebeest, coke's"
901,Rosella,Peake,rpeakep0@admin.ch,Female,"Hyena, brown"
902,Jeana,Ludgrove,jludgrovep1@wikia.com,Female,Javanese cormorant
903,Abbey,Chastanet,achastanetp2@simplemachines.org,Female,Bird (unidentified)
904,Joel,Huttley,jhuttleyp3@deliciousdays.com,Male,North American river otter
905,Arvie,Scuse,ascusep4@alexa.com,Male,Tiger cat
906,Thomas,Dury,tduryp5@unesco.org,Male,Blue crane
907,Penni,Bayless,pbaylessp6@wikispaces.com,Female,Small-clawed otter
908,Dom,Batch,dbatchp7@yahoo.com,Male,"Owl, snowy"
909,Kristoffer,Livoir,klivoirp8@ehow.com,Male,Red-billed tropic bird
910,Sam,Seaward,sseawardp9@sourceforge.net,Female,Northern phalarope
911,Donna,Cristofari,dcristofaripa@blog.com,Female,Common boubou shrike
912,Anatole,Hallad,ahalladpb@etsy.com,Male,"Lion, australian sea"
913,Gabi,Whodcoat,gwhodcoatpc@example.com,Male,Tropical buckeye butterfly
914,Cletus,Binny,cbinnypd@hc360.com,Male,"Phalarope, red-necked"
915,Jolynn,Peppard,jpeppardpe@marriott.com,Female,"Egret, snowy"
916,Odilia,Bartley,obartleypf@uol.com.br,Female,"Reedbuck, bohor"
917,Torey,Rodman,trodmanpg@purevolume.com,Male,Mandras tree shrew
918,Anthony,Port,aportph@yellowpages.com,Male,"Chipmunk, least"
919,Mommy,Ilieve,milievepi@g.co,Female,"Ass, asiatic wild"
920,Petronia,Mattock,pmattockpj@techcrunch.com,Female,"Finch, common melba"
921,Marlane,Wathan,mwathanpk@altervista.org,Female,Giant heron
922,Janeta,O'Feeney,jofeeneypl@woothemes.com,Female,Emerald-spotted wood dove
923,Eb,Pietri,epietripm@mit.edu,Male,"Tapir, brazilian"
924,Arluene,Fetherstan,afetherstanpn@weather.com,Female,"Jaeger, long-tailed"
925,Jermaine,Clarson,jclarsonpo@java.com,Male,Australian brush turkey
926,Teddie,O'Shiels,toshielspp@ucoz.com,Female,Kinkajou
927,Ambur,Marval,amarvalpq@washingtonpost.com,Female,"Creeper, black-tailed tree"
928,Salvador,Di Pietro,sdipietropr@bbb.org,Male,Eagle owl (unidentified)
929,Idette,Arnot,iarnotps@prweb.com,Female,Long-crested hawk eagle
930,Sophia,Davids,sdavidspt@imageshack.us,Female,White stork
931,Arleta,Terrazzo,aterrazzopu@indiegogo.com,Female,Tawny frogmouth
932,Nerte,Dominy,ndominypv@mysql.com,Female,"Eagle, bateleur"
933,Moina,Maydwell,mmaydwellpw@pcworld.com,Female,Wattled crane
934,Harriot,Lomond,hlomondpx@biglobe.ne.jp,Female,"Gull, swallow-tail"
935,Humfrey,Westman,hwestmanpy@alibaba.com,Male,"Badger, eurasian"
936,Rhonda,Doumerc,rdoumercpz@princeton.edu,Female,"Snake, green vine"
937,Haley,McPhail,hmcphailq0@npr.org,Female,"Bleu, red-cheeked cordon"
938,Napoleon,Growy,ngrowyq1@sfgate.com,Male,White rhinoceros
939,Mikaela,Beatens,mbeatensq2@disqus.com,Female,"Rattlesnake, dusky"
940,Sibyl,Guislin,sguislinq3@wikispaces.com,Male,American crow
941,Conny,Tipper,ctipperq4@nbcnews.com,Female,"Tern, white-winged black"
942,Andie,Turvie,aturvieq5@is.gd,Female,"Parakeet, rose-ringed"
943,Ammamaria,Heales,ahealesq6@simplemachines.org,Female,"Heron, giant"
944,Evita,Dwerryhouse,edwerryhouseq7@mozilla.com,Female,"Monkey, bleeding heart"
945,Gray,Benard,gbenardq8@cnet.com,Male,Striped skunk
946,Delilah,Ericssen,dericssenq9@japanpost.jp,Female,"Dunnart, fat-tailed"
947,Burke,Disney,bdisneyqa@toplist.cz,Male,Collared lizard
948,Obadiah,Mummery,omummeryqb@nsw.gov.au,Male,Eastern boa constrictor
949,Orland,Worrell,oworrellqc@barnesandnoble.com,Male,"Wolf, timber"
950,Adorne,Gronno,agronnoqd@telegraph.co.uk,Female,Grison
951,Brandyn,Pincott,bpincottqe@bravesites.com,Male,Urial
952,Katharyn,Alabastar,kalabastarqf@php.net,Female,"Glider, sugar"
953,Jenni,Drayton,jdraytonqg@kickstarter.com,Female,"Macaque, bonnet"
954,Reinwald,Braven,rbravenqh@indiegogo.com,Male,Moose
955,Sara,Pontain,spontainqi@chicagotribune.com,Female,"Zebra, common"
956,Paolo,Surpliss,psurplissqj@techcrunch.com,Male,"Legaan, Monitor (unidentified)"
957,Rhonda,Amthor,ramthorqk@cbc.ca,Female,"Coatimundi, ring-tailed"
958,Netti,Waplington,nwaplingtonql@fda.gov,Female,Bontebok
959,Floria,Cordeux,fcordeuxqm@rambler.ru,Female,"Egret, great"
960,Joly,Vamplers,jvamplersqn@trellian.com,Female,"Cockatoo, roseate"
961,Cointon,Vlasyuk,cvlasyukqo@godaddy.com,Male,"Python, carpet"
962,Kamila,Jozaitis,kjozaitisqp@soundcloud.com,Female,Malachite kingfisher
963,Corry,Grayson,cgraysonqq@shareasale.com,Female,"Jackal, silver-backed"
964,Maryanna,Huckett,mhuckettqr@state.tx.us,Female,Springbok
965,Boy,Woodnutt,bwoodnuttqs@wix.com,Male,"Sloth, hoffman's"
966,Knox,Loutheane,kloutheaneqt@google.co.uk,Male,Common zebra
967,Marie,Putman,mputmanqu@senate.gov,Female,"Bustard, denham's"
968,Darryl,Gehrels,dgehrelsqv@un.org,Male,Long-crested hawk eagle
969,Isaac,Cowle,icowleqw@smh.com.au,Male,Goliath heron
970,Engelbert,Zannelli,ezannelliqx@exblog.jp,Male,Red hartebeest
971,Karalee,Kubicki,kkubickiqy@army.mil,Female,Blue-footed booby
972,Delmor,Richings,drichingsqz@house.gov,Male,Glossy ibis
973,Fidelia,Rowntree,frowntreer0@youtube.com,Female,Ring-tailed coatimundi
974,Barron,Barriball,bbarriballr1@house.gov,Male,Red-necked phalarope
975,Gregorius,Harmon,gharmonr2@dailymail.co.uk,Male,Laughing kookaburra
976,Agna,Torregiani,atorregianir3@ycombinator.com,Female,Ant (unidentified)
977,Sherwood,Phibb,sphibbr4@mail.ru,Male,"Seal, southern elephant"
978,Wyn,Sarson,wsarsonr5@ustream.tv,Male,"Squirrel, thirteen-lined"
979,Glynnis,Reedy,greedyr6@google.com.hk,Female,Rufous-collared sparrow
980,Roana,Ronayne,rronayner7@feedburner.com,Female,"Stork, black-necked"
981,Kerrie,Rosenshine,krosenshiner8@trellian.com,Female,Asian water buffalo
982,Lise,Casale,lcasaler9@google.cn,Female,"Pintail, bahama"
983,Elliot,Cohrs,ecohrsra@google.com.hk,Male,"Deer, swamp"
984,Mayne,Fletcher,mfletcherrb@mediafire.com,Male,"Owl, snowy"
985,Clare,Gierck,cgierckrc@1688.com,Female,"Macaque, rhesus"
986,Christan,Corcut,ccorcutrd@bbb.org,Female,Eurasian beaver
987,Engracia,Mewhirter,emewhirterre@washington.edu,Female,"Hoopoe, eurasian"
988,Mathilde,Simmgen,msimmgenrf@about.com,Female,Gerenuk
989,Melesa,Pepys,mpepysrg@opensource.org,Female,"Crow, pied"
990,Dalenna,Regan,dreganrh@home.pl,Female,"Loris, slender"
991,Gus,O' Reagan,goreaganri@independent.co.uk,Female,Bleeding heart monkey
992,Jasper,Blaszczynski,jblaszczynskirj@sphinn.com,Male,White-rumped vulture
993,Grant,Kemmons,gkemmonsrk@marketwatch.com,Male,"Stilt, black-winged"
994,Britney,Leyninye,bleyninyerl@harvard.edu,Female,"Partridge, coqui"
995,Janina,Orts,jortsrm@mail.ru,Female,"Gonolek, burchell's"
996,Barnabe,Brompton,bbromptonrn@webnode.com,Male,"Crab, red lava"
997,Sabine,Kenzie,skenziero@hc360.com,Female,"Catfish, blue"
998,Lauren,Wright,lwrightrp@facebook.com,Male,Jungle cat
999,Ofilia,Haselwood,ohaselwoodrq@fastcompany.com,Female,Red howler monkey
1000,Jamaal,Stephens,jstephensrr@plala.or.jp,Male,Lapwing (unidentified)
